phase_ns,object,q,slot,lower,upper
0,dimuon,0.001,2121,3.767184431351544e-05,0.00013194072487055883
0,dimuon,0.001,2126,3.767184431351544e-05,5.74897339760757e-05
0,dimuon,0.001,2127,3.767184431351544e-05,9.49830387430816e-05
0,dimuon,0.001,2128,3.767184431351544e-05,0.00012640599892876274
0,dimuon,0.001,2129,3.767184431351544e-05,0.00014854490269594715
0,dimuon,0.001,2130,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2131,3.767184431351544e-05,0.00015104445634708086
0,dimuon,0.001,2132,3.767184431351544e-05,0.00014247455811462238
0,dimuon,0.001,2133,3.767184431351544e-05,0.00013194072487055883
0,dimuon,0.001,2138,3.767184431351544e-05,5.74897339760757e-05
0,dimuon,0.001,2139,3.767184431351544e-05,9.49830387430816e-05
0,dimuon,0.001,2140,3.767184431351544e-05,0.00012640599892876274
0,dimuon,0.001,2141,3.767184431351544e-05,0.00014854490269594715
0,dimuon,0.001,2142,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2143,3.767184431351544e-05,0.00015104445634708086
0,dimuon,0.001,2144,3.767184431351544e-05,0.00014247455811462238
0,dimuon,0.001,2145,3.767184431351544e-05,0.00013194072487055883
0,dimuon,0.001,2150,3.767184431351544e-05,5.74897339760757e-05
0,dimuon,0.001,2151,3.767184431351544e-05,9.49830387430816e-05
0,dimuon,0.001,2152,3.767184431351544e-05,0.00012640599892876274
0,dimuon,0.001,2153,3.767184431351544e-05,0.00014854490269594715
0,dimuon,0.001,2154,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2155,3.767184431351544e-05,0.00015104445634708086
0,dimuon,0.001,2156,3.767184431351544e-05,0.00014247455811462238
0,dimuon,0.001,2157,3.767184431351544e-05,0.00013194072487055883
0,dimuon,0.001,2162,3.767184431351544e-05,5.74897339760757e-05
0,dimuon,0.001,2163,3.767184431351544e-05,9.49830387430816e-05
0,dimuon,0.001,2164,3.767184431351544e-05,0.00012640599892876274
0,dimuon,0.001,2165,3.767184431351544e-05,0.00014854490269594715
0,dimuon,0.001,2166,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2167,3.767184431351544e-05,0.00015104445634708086
0,dimuon,0.001,2168,3.767184431351544e-05,0.00014247455811462238
0,dimuon,0.001,2169,3.767184431351544e-05,0.00013194072487055883
0,dimuon,0.001,2177,3.767184431351544e-05,5.74897339760757e-05
0,dimuon,0.001,2178,3.767184431351544e-05,9.49830387430816e-05
0,dimuon,0.001,2179,3.767184431351544e-05,0.00012640599892876274
0,dimuon,0.001,2180,3.767184431351544e-05,0.00014854490269594715
0,dimuon,0.001,2181,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2182,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2183,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2184,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2185,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2186,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2187,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2188,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2189,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2190,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2191,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2192,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2193,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2194,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2195,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2196,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2197,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2198,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2199,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2200,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2201,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2202,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2203,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2204,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2205,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2206,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2207,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2208,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2209,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2210,3.767184431351544e-05,0.00015104445634708086
0,dimuon,0.001,2211,3.767184431351544e-05,0.00014247455811462238
0,dimuon,0.001,2212,3.767184431351544e-05,0.00013194072487055883
0,dimuon,0.001,2220,3.767184431351544e-05,5.74897339760757e-05
0,dimuon,0.001,2221,3.767184431351544e-05,9.49830387430816e-05
0,dimuon,0.001,2222,3.767184431351544e-05,0.00012640599892876274
0,dimuon,0.001,2223,3.767184431351544e-05,0.00014854490269594715
0,dimuon,0.001,2224,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2225,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2226,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2227,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2228,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2229,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2230,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2231,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2232,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2233,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2234,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2235,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2236,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2237,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2238,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2239,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2240,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2241,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2242,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2243,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2244,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2245,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2246,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2247,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2248,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2249,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2250,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2251,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2252,3.767184431351544e-05,0.00015175861453311907
0,dimuon,0.001,2253,3.767184431351544e-05,0.00015104445634708086
0,dimuon,0.001,2254,3.767184431351544e-05,0.00014247455811462238
0,dimuon,0.001,2255,3.767184431351544e-05,0.00013194072487055883
0,dimuon,0.01,1,0,0
0,dimuon,0.01,2,0,0
0,dimuon,0.01,3,0,0
0,dimuon,0.01,4,0,0
0,dimuon,0.01,5,0,0
0,dimuon,0.01,6,0,0
0,dimuon,0.01,7,0,0
0,dimuon,0.01,8,0,0
0,dimuon,0.01,9,0,0
0,dimuon,0.01,10,0,0
0,dimuon,0.01,11,0,0
0,dimuon,0.01,12,0,0
0,dimuon,0.01,86,0.0003767184431351544,0.0003767184431351544
0,dimuon,0.01,302,0.0003767184431351544,0.000574897339760757
0,dimuon,0.01,303,0.0003767184431351544,0.0009498303874308159
0,dimuon,0.01,304,0.0003767184431351544,0.0012640599892876272
0,dimuon,0.01,305,0.0003767184431351544,0.0014854490269594713
0,dimuon,0.01,306,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,307,0.0003767184431351544,0.0015104445634708085
0,dimuon,0.01,308,0.0003767184431351544,0.0014247455811462236
0,dimuon,0.01,309,0.0003767184431351544,0.0013194072487055881
0,dimuon,0.01,314,0.0003767184431351544,0.000574897339760757
0,dimuon,0.01,315,0.0003767184431351544,0.0009498303874308159
0,dimuon,0.01,316,0.0003767184431351544,0.0012640599892876272
0,dimuon,0.01,317,0.0003767184431351544,0.0014854490269594713
0,dimuon,0.01,318,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,319,0.0003767184431351544,0.0015104445634708085
0,dimuon,0.01,320,0.0003767184431351544,0.0014247455811462236
0,dimuon,0.01,321,0.0003767184431351544,0.0013194072487055881
0,dimuon,0.01,326,0.0003767184431351544,0.000574897339760757
0,dimuon,0.01,327,0.0003767184431351544,0.0009498303874308159
0,dimuon,0.01,328,0.0003767184431351544,0.0012640599892876272
0,dimuon,0.01,329,0.0003767184431351544,0.0014854490269594713
0,dimuon,0.01,330,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,331,0.0003767184431351544,0.0015104445634708085
0,dimuon,0.01,332,0.0003767184431351544,0.0014247455811462236
0,dimuon,0.01,333,0.0003767184431351544,0.0013194072487055881
0,dimuon,0.01,338,0.0003767184431351544,0.000574897339760757
0,dimuon,0.01,339,0.0003767184431351544,0.0009498303874308159
0,dimuon,0.01,340,0.0003767184431351544,0.0012640599892876272
0,dimuon,0.01,341,0.0003767184431351544,0.0014854490269594713
0,dimuon,0.01,342,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,343,0.0003767184431351544,0.0015104445634708085
0,dimuon,0.01,344,0.0003767184431351544,0.0014247455811462236
0,dimuon,0.01,345,0.0003767184431351544,0.0013194072487055881
0,dimuon,0.01,350,0.0003767184431351544,0.000574897339760757
0,dimuon,0.01,351,0.0003767184431351544,0.0009498303874308159
0,dimuon,0.01,352,0.0003767184431351544,0.0012640599892876272
0,dimuon,0.01,353,0.0003767184431351544,0.0014854490269594713
0,dimuon,0.01,354,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,355,0.0003767184431351544,0.0015104445634708085
0,dimuon,0.01,356,0.0003767184431351544,0.0014247455811462236
0,dimuon,0.01,357,0.0003767184431351544,0.0013194072487055881
0,dimuon,0.01,362,0.0003767184431351544,0.000574897339760757
0,dimuon,0.01,363,0.0003767184431351544,0.0009498303874308159
0,dimuon,0.01,364,0.0003767184431351544,0.0012640599892876272
0,dimuon,0.01,365,0.0003767184431351544,0.0014854490269594713
0,dimuon,0.01,366,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,367,0.0003767184431351544,0.0015104445634708085
0,dimuon,0.01,368,0.0003767184431351544,0.0014247455811462236
0,dimuon,0.01,369,0.0003767184431351544,0.0013194072487055881
0,dimuon,0.01,374,0.0003767184431351544,0.000574897339760757
0,dimuon,0.01,375,0.0003767184431351544,0.0009498303874308159
0,dimuon,0.01,376,0.0003767184431351544,0.0012640599892876272
0,dimuon,0.01,377,0.0003767184431351544,0.0014854490269594713
0,dimuon,0.01,378,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,379,0.0003767184431351544,0.0015104445634708085
0,dimuon,0.01,380,0.0003767184431351544,0.0014247455811462236
0,dimuon,0.01,381,0.0003767184431351544,0.0013194072487055881
0,dimuon,0.01,389,0.0003767184431351544,0.000574897339760757
0,dimuon,0.01,390,0.0003767184431351544,0.0009498303874308159
0,dimuon,0.01,391,0.0003767184431351544,0.0012640599892876272
0,dimuon,0.01,392,0.0003767184431351544,0.0014854490269594713
0,dimuon,0.01,393,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,394,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,395,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,396,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,397,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,398,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,399,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,400,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,401,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,402,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,403,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,404,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,405,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,406,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,407,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,408,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,409,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,410,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,411,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,412,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,413,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,414,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,415,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,416,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,417,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,418,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,419,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,420,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,421,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,422,0.0003767184431351544,0.0015104445634708085
0,dimuon,0.01,423,0.0003767184431351544,0.0014247455811462236
0,dimuon,0.01,424,0.0003767184431351544,0.0013194072487055881
0,dimuon,0.01,432,0.0003767184431351544,0.000574897339760757
0,dimuon,0.01,433,0.0003767184431351544,0.0009498303874308159
0,dimuon,0.01,434,0.0003767184431351544,0.0012640599892876272
0,dimuon,0.01,435,0.0003767184431351544,0.0014854490269594713
0,dimuon,0.01,436,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,437,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,438,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,439,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,440,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,441,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,442,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,443,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,444,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,445,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,446,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,447,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,448,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,449,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,450,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,451,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,452,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,453,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,454,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,455,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,456,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,457,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,458,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,459,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,460,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,461,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,462,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,463,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,464,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,465,0.0003767184431351544,0.0015104445634708085
0,dimuon,0.01,466,0.0003767184431351544,0.0014247455811462236
0,dimuon,0.01,467,0.0003767184431351544,0.0013194072487055881
0,dimuon,0.01,977,0,0
0,dimuon,0.01,1196,0.0003767184431351544,0.000574897339760757
0,dimuon,0.01,1197,0.0003767184431351544,0.0009498303874308159
0,dimuon,0.01,1198,0.0003767184431351544,0.0012640599892876272
0,dimuon,0.01,1199,0.0003767184431351544,0.0014854490269594713
0,dimuon,0.01,1200,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1201,0.0003767184431351544,0.0015104445634708085
0,dimuon,0.01,1202,0.0003767184431351544,0.0014247455811462236
0,dimuon,0.01,1203,0.0003767184431351544,0.0013194072487055881
0,dimuon,0.01,1208,0.0003767184431351544,0.000574897339760757
0,dimuon,0.01,1209,0.0003767184431351544,0.0009498303874308159
0,dimuon,0.01,1210,0.0003767184431351544,0.0012640599892876272
0,dimuon,0.01,1211,0.0003767184431351544,0.0014854490269594713
0,dimuon,0.01,1212,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1213,0.0003767184431351544,0.0015104445634708085
0,dimuon,0.01,1214,0.0003767184431351544,0.0014247455811462236
0,dimuon,0.01,1215,0.0003767184431351544,0.0013194072487055881
0,dimuon,0.01,1220,0.0003767184431351544,0.000574897339760757
0,dimuon,0.01,1221,0.0003767184431351544,0.0009498303874308159
0,dimuon,0.01,1222,0.0003767184431351544,0.0012640599892876272
0,dimuon,0.01,1223,0.0003767184431351544,0.0014854490269594713
0,dimuon,0.01,1224,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1225,0.0003767184431351544,0.0015104445634708085
0,dimuon,0.01,1226,0.0003767184431351544,0.0014247455811462236
0,dimuon,0.01,1227,0.0003767184431351544,0.0013194072487055881
0,dimuon,0.01,1232,0.0003767184431351544,0.000574897339760757
0,dimuon,0.01,1233,0.0003767184431351544,0.0009498303874308159
0,dimuon,0.01,1234,0.0003767184431351544,0.0012640599892876272
0,dimuon,0.01,1235,0.0003767184431351544,0.0014854490269594713
0,dimuon,0.01,1236,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1237,0.0003767184431351544,0.0015104445634708085
0,dimuon,0.01,1238,0.0003767184431351544,0.0014247455811462236
0,dimuon,0.01,1239,0.0003767184431351544,0.0013194072487055881
0,dimuon,0.01,1244,0.0003767184431351544,0.000574897339760757
0,dimuon,0.01,1245,0.0003767184431351544,0.0009498303874308159
0,dimuon,0.01,1246,0.0003767184431351544,0.0012640599892876272
0,dimuon,0.01,1247,0.0003767184431351544,0.0014854490269594713
0,dimuon,0.01,1248,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1249,0.0003767184431351544,0.0015104445634708085
0,dimuon,0.01,1250,0.0003767184431351544,0.0014247455811462236
0,dimuon,0.01,1251,0.0003767184431351544,0.0013194072487055881
0,dimuon,0.01,1256,0.0003767184431351544,0.000574897339760757
0,dimuon,0.01,1257,0.0003767184431351544,0.0009498303874308159
0,dimuon,0.01,1258,0.0003767184431351544,0.0012640599892876272
0,dimuon,0.01,1259,0.0003767184431351544,0.0014854490269594713
0,dimuon,0.01,1260,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1261,0.0003767184431351544,0.0015104445634708085
0,dimuon,0.01,1262,0.0003767184431351544,0.0014247455811462236
0,dimuon,0.01,1263,0.0003767184431351544,0.0013194072487055881
0,dimuon,0.01,1268,0.0003767184431351544,0.000574897339760757
0,dimuon,0.01,1269,0.0003767184431351544,0.0009498303874308159
0,dimuon,0.01,1270,0.0003767184431351544,0.0012640599892876272
0,dimuon,0.01,1271,0.0003767184431351544,0.0014854490269594713
0,dimuon,0.01,1272,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1273,0.0003767184431351544,0.0015104445634708085
0,dimuon,0.01,1274,0.0003767184431351544,0.0014247455811462236
0,dimuon,0.01,1275,0.0003767184431351544,0.0013194072487055881
0,dimuon,0.01,1283,0.0003767184431351544,0.000574897339760757
0,dimuon,0.01,1284,0.0003767184431351544,0.0009498303874308159
0,dimuon,0.01,1285,0.0003767184431351544,0.0012640599892876272
0,dimuon,0.01,1286,0.0003767184431351544,0.0014854490269594713
0,dimuon,0.01,1287,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1288,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1289,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1290,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1291,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1292,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1293,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1294,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1295,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1296,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1297,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1298,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1299,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1300,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1301,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1302,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1303,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1304,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1305,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1306,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1307,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1308,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1309,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1310,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1311,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1312,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1313,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1314,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1315,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1316,0.0003767184431351544,0.0015104445634708085
0,dimuon,0.01,1317,0.0003767184431351544,0.0014247455811462236
0,dimuon,0.01,1318,0.0003767184431351544,0.0013194072487055881
0,dimuon,0.01,1326,0.0003767184431351544,0.000574897339760757
0,dimuon,0.01,1327,0.0003767184431351544,0.0009498303874308159
0,dimuon,0.01,1328,0.0003767184431351544,0.0012640599892876272
0,dimuon,0.01,1329,0.0003767184431351544,0.0014854490269594713
0,dimuon,0.01,1330,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1331,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1332,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1333,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1334,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1335,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1336,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1337,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1338,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1339,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1340,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1341,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1342,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1343,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1344,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1345,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1346,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1347,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1348,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1349,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1350,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1351,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1352,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1353,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1354,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1355,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1356,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1357,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1358,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,1359,0.0003767184431351544,0.0015104445634708085
0,dimuon,0.01,1360,0.0003767184431351544,0.0014247455811462236
0,dimuon,0.01,1361,0.0003767184431351544,0.0013194072487055881
0,dimuon,0.01,1871,0.0003767184431351544,0.0003767184431351544
0,dimuon,0.01,2090,0.0003767184431351544,0.000574897339760757
0,dimuon,0.01,2091,0.0003767184431351544,0.0009498303874308159
0,dimuon,0.01,2092,0.0003767184431351544,0.0012640599892876272
0,dimuon,0.01,2093,0.0003767184431351544,0.0014854490269594713
0,dimuon,0.01,2094,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,2095,0.0003767184431351544,0.0015104445634708085
0,dimuon,0.01,2096,0.0003767184431351544,0.0014247455811462236
0,dimuon,0.01,2097,0.0003767184431351544,0.0013194072487055881
0,dimuon,0.01,2102,0.0003767184431351544,0.000574897339760757
0,dimuon,0.01,2103,0.0003767184431351544,0.0009498303874308159
0,dimuon,0.01,2104,0.0003767184431351544,0.0012640599892876272
0,dimuon,0.01,2105,0.0003767184431351544,0.0014854490269594713
0,dimuon,0.01,2106,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,2107,0.0003767184431351544,0.0015104445634708085
0,dimuon,0.01,2108,0.0003767184431351544,0.0014247455811462236
0,dimuon,0.01,2109,0.0003767184431351544,0.0013194072487055881
0,dimuon,0.01,2114,0.0003767184431351544,0.000574897339760757
0,dimuon,0.01,2115,0.0003767184431351544,0.0009498303874308159
0,dimuon,0.01,2116,0.0003767184431351544,0.0012640599892876272
0,dimuon,0.01,2117,0.0003767184431351544,0.0014854490269594713
0,dimuon,0.01,2118,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,2119,0.0003767184431351544,0.0015104445634708085
0,dimuon,0.01,2120,0.0003767184431351544,0.0014247455811462236
0,dimuon,0.01,2121,0.0003767184431351544,0.0013194072487055881
0,dimuon,0.01,2126,0.0003767184431351544,0.000574897339760757
0,dimuon,0.01,2127,0.0003767184431351544,0.0009498303874308159
0,dimuon,0.01,2128,0.0003767184431351544,0.0012640599892876272
0,dimuon,0.01,2129,0.0003767184431351544,0.0014854490269594713
0,dimuon,0.01,2130,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,2131,0.0003767184431351544,0.0015104445634708085
0,dimuon,0.01,2132,0.0003767184431351544,0.0014247455811462236
0,dimuon,0.01,2133,0.0003767184431351544,0.0013194072487055881
0,dimuon,0.01,2138,0.0003767184431351544,0.000574897339760757
0,dimuon,0.01,2139,0.0003767184431351544,0.0009498303874308159
0,dimuon,0.01,2140,0.0003767184431351544,0.0012640599892876272
0,dimuon,0.01,2141,0.0003767184431351544,0.0014854490269594713
0,dimuon,0.01,2142,0.0003767184431351544,0.0015175861453311907
0,dimuon,0.01,2143,0.0003767184431351544,0.0015104445634708085
0,dimuon,0.01,2144,0.0003767184431351544,0.0014247455811462236
0,dimuon,0.01,2145,0.0003767184431351544,0.0013194072487055881
0,dimuon,0.01,2150,0.0003767184431351544,0.000574897339760757
0,dimuon,0.01,2151,0.0003767184431351544,0.0009498303874308159
